source account,text,date,tweets ago,compound score,positive score,neutral score,negative score
@nytimes,"At an observatory in Quebec, they were hoping for a 50,000-bird day. They saw more than half a million. “Today was… https://t.co/bHgu3H8yQm",2018-06-02,71,0.4215,0.128,0.872,0.0
@nytimes,"RT @nytimesmusic: The 1975 talk about its generation, and 9 more new songs. Hear the Playlist. https://t.co/WOtfXOn4Zp https://t.co/4V0E9Hy…",2018-06-02,72,0.0,0.0,1.0,0.0
@nytimes,"RT @nytimesarts: We ranked the best 25 American plays since ""Angels in America."" Here is how we made our list. https://t.co/4UmtDB4X03",2018-06-02,73,0.7351,0.246,0.754,0.0
@nytimes,"RT @nytopinion: The darker echoes of the 1930s are sounding louder, @BretStephensNYT writes. We know how this movie ends. https://t.co/djsc…",2018-06-02,74,0.0,0.0,1.0,0.0
@nytimes,"RT @nytimesbooks: Why do old books have a distinctive smell? The breakdown of chemicals in paper releases vanilla, almond and floral notes:…",2018-06-02,75,0.0,0.0,1.0,0.0
@nytimes,Seminude School Performance Sparks Debate About Tradition in South Africa https://t.co/ppIAaqCu1O,2018-06-02,76,0.0,0.0,1.0,0.0
@nytimes,Doctors: A More Egalitarian Hospital Culture Is Better for Everyone https://t.co/WoVsJidfpO,2018-06-02,77,0.4404,0.244,0.756,0.0
@nytimes,"Keith Mumphery was twice cleared for an alleged sexual assault. Then he was tried a third time, without even knowin… https://t.co/pjbK7ebofi",2018-06-02,78,-0.5267,0.06,0.776,0.164
@nytimes,This may or may not be a subtweet https://t.co/qI25YgKS8I,2018-06-02,79,0.0,0.0,1.0,0.0
@nytimes,RT @nytimesworld: What happens when fake money used in movies look too real? https://t.co/HELLx1aCCZ,2018-06-02,80,-0.4767,0.0,0.807,0.193
@nytimes,"RT @nytimesmusic: After years of tossed off warning shots, a battle between Drake and Pusha-T is now in full bloom. Hear the Popcast. https…",2018-06-02,81,-0.6124,0.0,0.808,0.192
@nytimes,RT @NYTStyles: Suddenly everybody is popping adaptogens! But what are adaptogens? https://t.co/neMuL8fGRz,2018-06-02,82,0.0,0.0,1.0,0.0
@nytimes,How to deal with those annoying group messages without silencing everything else on your phone https://t.co/4JlLQ5ZXiW,2018-06-02,83,-0.3248,0.076,0.775,0.149
@nytimes,RT @nytimesworld: Election Day approaches for a beleaguered soccer power in Turkey. Will the members choose a new leader? https://t.co/wyd3…,2018-06-02,84,0.0,0.0,1.0,0.0
@nytimes,"Nearly 50 years after it was stolen, possible evidence suggests that Caravaggio ""Nativity"" may have been cut up and… https://t.co/0juw0rVlGi",2018-06-02,85,-0.6486,0.0,0.773,0.227
@nytimes,"RT @NYTStyles: A guy at my gym is all enthusiasm and no technique. He’s going to destroy his back. Can I give him some unsolicited advice,…",2018-06-02,86,-0.4215,0.098,0.709,0.193
@nytimes,"RT @nytimesarts: Lynching was met with public silence, which lasted a long time. That silence has been decisively broken with the opening o…",2018-06-02,87,-0.4767,0.0,0.871,0.129
@nytimes,"Seeds of an epidemic: The maker of OxyContin knew early on that it was being abused as a narcotic, but kept promoti… https://t.co/kOWBlTVT0V",2018-06-02,88,-0.2846,0.0,0.907,0.093
@nytimes,"RT @NYTNational: Ms. Reid’s decade-old blog, which contained homophobic posts, also promoted a 9/11 conspiracy and an insulting photo of Se…",2018-06-02,89,-0.5859,0.106,0.644,0.25
@nytimes,"In New Jersey, some towns are turning vacant office parks into opportunities https://t.co/CZ2tJ1yrNz",2018-06-02,90,0.3818,0.178,0.822,0.0
@nytimes,"4 more people have died from tainted romaine lettuce, federal health officials said https://t.co/w49yEmd98d",2018-06-02,91,-0.5945,0.0,0.756,0.244
@nytimes,"""I’m totally in love with her, but there’s one problem: For some time now, I’ve felt unimportant and excruciatingly… https://t.co/XomU9dVMeJ",2018-06-02,92,-0.5805,0.104,0.648,0.248
@nytimes,"RT @nytimesarts: Street artists are painting — with permission — on corrugated metal sheds at the World Trade Center site, bringing a 5Poin…",2018-06-02,93,0.0,0.0,1.0,0.0
@nytimes,"A missing taillight led to a police chase. The chase led to the discovery of a kidnapped woman. Now, 3 bodies have… https://t.co/bA6Bgh7fVW",2018-06-02,94,-0.296,0.0,0.891,0.109
@nytimes,Mattis Accuses Beijing of ‘Intimidation and Coercion’ in South China Sea https://t.co/4ROkZv4LJf,2018-06-02,95,-0.34,0.0,0.821,0.179
@nytimes,RT @nytpolitics: President Trump falsely claimed the Korean War was the “longest war” in history. It was one of many inaccurate or puzzling…,2018-06-02,96,-0.5994,0.0,0.849,0.151
@nytimes,"""Topdog/Underdog."" ""The Laramie Project."" ""The Vagina Monologues."" The 25 best American plays of the last 25 years: https://t.co/NsIvVv1RU7",2018-06-02,97,0.7351,0.279,0.721,0.0
@nytimes,"RT @MaggieAstor: On Tuesday, it will be 50 years since Bobby Kennedy was shot in the pantry of a Los Angeles hotel. His assassination profo…",2018-06-02,98,-0.5994,0.0,0.855,0.145
@nytimes,"Move to Vermont. Work from home. Get $10,000. (Or at least something.) https://t.co/VrE7yznT9E",2018-06-02,99,0.0,0.0,1.0,0.0
